[2022-08-21 11:58:33,828] {taskinstance.py:1179} INFO - Dependencies all met for <TaskInstance: carga_deskmanager.popula_DeskManagerAF scheduled__2022-08-19T22:00:00+00:00 [queued]>
[2022-08-21 11:58:34,148] {taskinstance.py:1179} INFO - Dependencies all met for <TaskInstance: carga_deskmanager.popula_DeskManagerAF scheduled__2022-08-19T22:00:00+00:00 [queued]>
[2022-08-21 11:58:34,148] {taskinstance.py:1376} INFO - 
--------------------------------------------------------------------------------
[2022-08-21 11:58:34,148] {taskinstance.py:1377} INFO - Starting attempt 1 of 1
[2022-08-21 11:58:34,148] {taskinstance.py:1378} INFO - 
--------------------------------------------------------------------------------
[2022-08-21 11:58:34,384] {taskinstance.py:1397} INFO - Executing <Task(PythonOperator): popula_DeskManagerAF> on 2022-08-19 22:00:00+00:00
[2022-08-21 11:58:34,459] {standard_task_runner.py:52} INFO - Started process 265 to run task
[2022-08-21 11:58:34,553] {standard_task_runner.py:79} INFO - Running: ['***', 'tasks', 'run', 'carga_deskmanager', 'popula_DeskManagerAF', 'scheduled__2022-08-19T22:00:00+00:00', '--job-id', '1148', '--raw', '--subdir', 'DAGS_FOLDER/etl_deskmanager.py', '--cfg-path', '/tmp/tmpdx70dgpx', '--error-file', '/tmp/tmpwj5eo2dc']
[2022-08-21 11:58:34,757] {standard_task_runner.py:80} INFO - Job 1148: Subtask popula_DeskManagerAF
[2022-08-21 11:58:37,595] {task_command.py:371} INFO - Running <TaskInstance: carga_deskmanager.popula_DeskManagerAF scheduled__2022-08-19T22:00:00+00:00 [running]> on host 1e1070d9e5ae
[2022-08-21 11:58:40,571] {taskinstance.py:1591} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_EMAIL=clecio.antao@gmail.com
AIRFLOW_CTX_DAG_OWNER=***
AIRFLOW_CTX_DAG_ID=carga_deskmanager
AIRFLOW_CTX_TASK_ID=popula_DeskManagerAF
AIRFLOW_CTX_EXECUTION_DATE=2022-08-19T22:00:00+00:00
AIRFLOW_CTX_TRY_NUMBER=1
AIRFLOW_CTX_DAG_RUN_ID=scheduled__2022-08-19T22:00:00+00:00
[2022-08-21 11:58:40,767] {logging_mixin.py:115} INFO - sucesso
[2022-08-21 11:58:42,866] {logging_mixin.py:115} INFO - Token:  dGVjYmFu#9087a41ea43aa37fdaccbf6c1fa238ce0b59c156
[2022-08-21 11:58:42,866] {logging_mixin.py:115} INFO - Relatorio:  868
[2022-08-21 11:58:42,867] {logging_mixin.py:115} INFO - Tabela:  DeskManagerAF
[2022-08-21 11:59:05,447] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 11:59:05,447] {logging_mixin.py:115} INFO - Contador:  1
[2022-08-21 11:59:05,447] {logging_mixin.py:115} INFO - Linhas:  0
[2022-08-21 11:59:15,382] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 11:59:55,075] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 11:59:55,075] {logging_mixin.py:115} INFO - Contador:  2
[2022-08-21 11:59:55,075] {logging_mixin.py:115} INFO - Linhas:  5000
[2022-08-21 12:00:03,174] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:00:39,512] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:00:39,512] {logging_mixin.py:115} INFO - Contador:  3
[2022-08-21 12:00:39,512] {logging_mixin.py:115} INFO - Linhas:  10000
[2022-08-21 12:00:47,172] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:01:08,465] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:01:08,465] {logging_mixin.py:115} INFO - Contador:  4
[2022-08-21 12:01:08,465] {logging_mixin.py:115} INFO - Linhas:  15000
[2022-08-21 12:01:14,687] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:01:25,879] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:01:25,879] {logging_mixin.py:115} INFO - Contador:  5
[2022-08-21 12:01:25,879] {logging_mixin.py:115} INFO - Linhas:  20000
[2022-08-21 12:01:32,567] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:01:45,234] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:01:45,234] {logging_mixin.py:115} INFO - Contador:  6
[2022-08-21 12:01:45,234] {logging_mixin.py:115} INFO - Linhas:  25000
[2022-08-21 12:01:51,718] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:02:03,926] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:02:03,928] {logging_mixin.py:115} INFO - Contador:  7
[2022-08-21 12:02:03,928] {logging_mixin.py:115} INFO - Linhas:  30000
[2022-08-21 12:02:12,741] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:02:24,023] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:02:24,026] {logging_mixin.py:115} INFO - Contador:  8
[2022-08-21 12:02:24,026] {logging_mixin.py:115} INFO - Linhas:  35000
[2022-08-21 12:02:31,353] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:02:46,889] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:02:46,889] {logging_mixin.py:115} INFO - Contador:  9
[2022-08-21 12:02:46,889] {logging_mixin.py:115} INFO - Linhas:  40000
[2022-08-21 12:02:54,685] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:03:10,735] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:03:10,735] {logging_mixin.py:115} INFO - Contador:  10
[2022-08-21 12:03:10,735] {logging_mixin.py:115} INFO - Linhas:  45000
[2022-08-21 12:03:17,918] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:03:28,516] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:03:28,516] {logging_mixin.py:115} INFO - Contador:  11
[2022-08-21 12:03:28,516] {logging_mixin.py:115} INFO - Linhas:  50000
[2022-08-21 12:03:35,620] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:03:51,782] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:03:51,782] {logging_mixin.py:115} INFO - Contador:  12
[2022-08-21 12:03:51,782] {logging_mixin.py:115} INFO - Linhas:  55000
[2022-08-21 12:03:59,853] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:04:16,771] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:04:16,772] {logging_mixin.py:115} INFO - Contador:  13
[2022-08-21 12:04:16,772] {logging_mixin.py:115} INFO - Linhas:  60000
[2022-08-21 12:04:24,719] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:04:35,450] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:04:35,450] {logging_mixin.py:115} INFO - Contador:  14
[2022-08-21 12:04:35,450] {logging_mixin.py:115} INFO - Linhas:  65000
[2022-08-21 12:04:43,153] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:04:56,851] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:04:56,851] {logging_mixin.py:115} INFO - Contador:  15
[2022-08-21 12:04:56,851] {logging_mixin.py:115} INFO - Linhas:  70000
[2022-08-21 12:05:04,781] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:05:31,147] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:05:31,147] {logging_mixin.py:115} INFO - Contador:  16
[2022-08-21 12:05:31,147] {logging_mixin.py:115} INFO - Linhas:  75000
[2022-08-21 12:05:39,034] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:05:50,119] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:05:50,119] {logging_mixin.py:115} INFO - Contador:  17
[2022-08-21 12:05:50,119] {logging_mixin.py:115} INFO - Linhas:  80000
[2022-08-21 12:05:59,814] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:06:24,563] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:06:24,563] {logging_mixin.py:115} INFO - Contador:  18
[2022-08-21 12:06:24,563] {logging_mixin.py:115} INFO - Linhas:  85000
[2022-08-21 12:06:35,956] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:06:49,891] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:06:49,891] {logging_mixin.py:115} INFO - Contador:  19
[2022-08-21 12:06:49,891] {logging_mixin.py:115} INFO - Linhas:  90000
[2022-08-21 12:06:59,413] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:07:14,371] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:07:14,371] {logging_mixin.py:115} INFO - Contador:  20
[2022-08-21 12:07:14,371] {logging_mixin.py:115} INFO - Linhas:  95000
[2022-08-21 12:07:24,168] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:07:44,580] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:07:44,580] {logging_mixin.py:115} INFO - Contador:  21
[2022-08-21 12:07:44,580] {logging_mixin.py:115} INFO - Linhas:  100000
[2022-08-21 12:07:56,063] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:08:15,442] {logging_mixin.py:115} INFO - Paginas:  5000
[2022-08-21 12:08:15,442] {logging_mixin.py:115} INFO - Contador:  22
[2022-08-21 12:08:15,442] {logging_mixin.py:115} INFO - Linhas:  105000
[2022-08-21 12:08:23,893] {logging_mixin.py:115} INFO - 30 30
[2022-08-21 12:08:40,785] {logging_mixin.py:115} INFO - Paginas:  5000
